id,label
281,1
282,0
283,0
284,1
285,1
286,1
287,1
288,0
289,1
290,1
291,0
292,4
293,1
294,0
295,2
296,1
297,3
298,0
299,0
300,3
301,1
302,3
303,1
304,1
305,1
306,0
307,0
308,1
309,3
310,0
311,1
312,0
313,0
314,1
315,0
316,1
317,1
318,5
319,3
320,1
321,0
322,0
323,0
324,1
325,0
326,1
327,1
328,0
329,0
330,0
331,4
332,0
333,0
334,1
335,0
336,1
337,0
338,1
339,1
340,0
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,3
349,4
350,1
351,0
352,0
353,0
354,1
355,1
356,1
357,2
358,0
359,0
360,1
361,1
362,0
363,0
364,3
365,1
366,1
367,0
368,0
369,0
370,0
371,0
372,1
373,1
374,3
375,1
376,0
377,1
378,0
379,0
380,0
381,1
382,1
383,1
384,4
385,1
386,3
387,3
388,4
389,0
390,1
391,0
392,0
393,0
394,0
395,4
396,0
397,1
398,1
399,0
400,0
401,4
402,1
403,1
404,0
405,2
406,1
407,1
408,0
409,1
410,0
411,1
412,1
413,1
414,1
415,3
416,1
417,0
418,0
419,0
420,0
421,1
422,4
423,0
424,1
425,0
426,1
427,1
428,1
429,0
430,1
431,1
432,0
433,4
434,0
435,4
436,0
437,1
438,3
439,3
440,0
441,1
442,1
443,0
444,0
445,0
446,1
447,0
448,0
449,1
450,1
451,0
452,1
453,0
454,0
455,0
456,0
457,1
458,1
459,1
460,1
461,0
462,1
463,0
464,0
465,0
466,1
467,1
468,0
469,1
470,1
471,0
472,0
473,1
474,1
475,3
476,1
477,1
478,0
479,1
480,0
481,0
482,0
483,0
484,1
485,1
486,0
487,0
488,3
489,1
490,1
491,1
492,0
493,1
494,0
495,1
496,1
497,1
498,0
499,1
500,4
501,1
502,1
503,0
504,1
505,1
506,1
507,0
508,3
509,1
510,0
511,1
512,1
513,1
514,1
515,0
516,0
517,1
518,1
519,1
520,1
521,1
522,0
523,4
524,1
525,1
526,0
527,0
528,0
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,2
537,1
538,3
539,1
540,0
541,1
542,0
543,1
544,1
545,0
546,1
547,1
548,1
549,1
550,0
551,1
552,0
553,1
554,0
555,1
556,1
557,0
558,3
559,1
560,1
561,1
562,3
563,0
564,1
565,1
566,0
567,0
568,0
569,0
570,1
571,1
572,0
573,1
574,0
575,1
576,1
577,1
578,0
579,0
580,1
581,1
582,1
583,0
584,1
585,0
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,0
594,0
595,0
596,0
597,1
598,1
599,0
600,1
601,0
602,3
603,0
604,1
605,3
606,0
607,1
608,1
609,0
610,1
611,3
612,0
613,1
614,1
615,1
616,1
617,0
618,1
619,1
620,1
621,0
622,0
623,1
624,1
625,1
626,0
627,0
628,0
629,1
630,1
631,1
632,1
633,1
634,1
635,0
636,1
637,1
638,1
639,1
640,1
641,1
642,0
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,0
651,1
652,1
653,0
654,1
655,1
656,1
657,0
658,1
659,4
660,1
661,1
662,0
663,3
664,0
665,0
666,3
667,1
668,0
669,0
670,0
671,0
672,1
673,1
674,1
675,1
676,1
677,3
678,0
679,1
680,0
681,0
682,1
683,1
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,4
694,0
695,0
696,1
697,0
698,0
699,3
700,1
701,1
702,1
703,0
704,0
705,0
706,4
707,1
708,1
709,1
710,0
711,0
712,1
713,0
714,1
715,0
716,1
717,1
718,4
719,3
720,1
721,1
722,4
723,1
724,1
725,1
726,0
727,0
728,0
729,1
730,1
731,1
732,0
733,0
734,1
735,0
736,1
737,0
738,4
739,0
740,3
741,1
742,1
743,1
744,0
745,1
746,1
747,0
748,1
749,1
750,0
751,0
752,1
753,1
754,0
755,3
756,0
757,1
758,3
759,1
760,1
761,1
762,1
763,0
764,1
765,0
766,1
767,2
768,1
769,0
770,1
771,1
772,1
773,3
774,1
775,0
776,1
777,0
778,0
779,1
780,1
781,1
782,1
783,1
784,1
785,0
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,0
797,1
798,1
799,0
800,1
801,1
802,1
803,0
804,0
805,0
806,1
807,0
808,0
809,1
810,0
811,0
812,0
813,1
814,0
815,1
816,1
817,1
818,0
819,0
820,1
821,4
822,1
823,3
824,0
825,1
826,1
827,0
828,0
829,0
830,0
831,4
832,1
833,4
834,1
835,4
836,0
837,3
838,0
839,0
840,0
841,1
842,0
843,1
844,1
845,1
846,1
847,0
848,0
849,0
850,1
851,0
852,0
853,1
854,1
855,0
856,0
857,0
858,1
859,0
860,1
861,0
862,0
863,0
864,0
865,1
866,0
867,0
868,1
869,0
870,1
871,1
872,4
873,0
874,0
875,1
876,1
877,0
878,1
879,0
880,1
881,4
882,0
883,0
884,4
885,0
886,1
887,1
888,0
889,1
890,1
891,1
892,1
893,0
894,1
895,1
896,0
897,1
898,1
899,0
900,1
901,3
902,1
903,1
904,1
905,0
906,0
907,0
908,3
909,0
910,2
911,1
912,1
913,0
914,1
915,1
916,1
917,4
918,1
919,1
920,0
921,1
922,1
923,1
924,1
925,3
926,1
927,0
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,0
937,1
938,3
939,1
940,1
941,1
942,0
943,4
944,0
945,0
946,1
947,0
948,0
949,1
950,0
951,0
952,1
953,1
954,1
955,0
956,1
957,1
958,1
959,1
960,1
961,1
962,0
963,0
964,1
965,1
966,0
967,1
968,3
969,3
970,0
971,0
972,1
973,1
974,0
975,0
976,1
977,1
978,0
979,1
980,1
981,1
982,0
983,1
984,0
985,1
986,0
987,1
988,1
989,1
990,1
991,0
992,0
993,1
994,1
995,1
996,4
997,0
998,1
999,1
1000,0
1001,1
1002,1
1003,3
1004,1
1005,3
1006,1
1007,0
1008,0
1009,0
1010,1
1011,4
1012,1
1013,1
1014,1
1015,0
1016,1
1017,0
1018,2
1019,4
1020,1
1021,1
1022,0
1023,0
1024,1
1025,1
1026,1
1027,4
1028,4
1029,1
1030,0
1031,1
1032,3
1033,0
1034,3
1035,0
1036,1
1037,1
1038,0
1039,0
1040,1
1041,4
1042,1
1043,1
1044,1
1045,1
1046,0
1047,3
1048,1
1049,4
1050,0
1051,1
1052,1
1053,1
1054,3
1055,1
1056,1
1057,0
1058,1
1059,0
1060,1
1061,0
1062,1
1063,4
1064,1
1065,1
1066,1
1067,1
1068,3
1069,1
1070,1
1071,0
1072,0
1073,1
1074,1
1075,1
1076,0
1077,0
1078,1
1079,1
1080,3
1081,0
1082,1
1083,3
1084,0
1085,0
1086,1
1087,0
1088,1
1089,0
1090,1
1091,4
1092,3
1093,1
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,3
1101,0
1102,3
1103,0
1104,0
1105,1
1106,1
1107,0
1108,1
1109,4
1110,3
1111,0
1112,1
1113,4
1114,3
1115,1
1116,0
1117,1
1118,2
1119,0
1120,3
1121,0
1122,0
1123,1
1124,0
1125,0
1126,0
1127,1
1128,0
1129,1
1130,1
1131,0
1132,0
1133,1
1134,0
1135,0
1136,0
1137,1
1138,0
1139,0
1140,1
1141,1
1142,3
1143,1
1144,0
1145,3
1146,1
1147,1
1148,1
1149,1
1150,0
1151,0
1152,0
1153,1
1154,0
1155,1
1156,0
1157,1
1158,1
1159,3
1160,1
1161,1
1162,1
1163,0
1164,1
1165,0
1166,1
1167,0
1168,0
1169,1
1170,1
1171,1
1172,1
1173,1
1174,4
1175,1
1176,0
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,3
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,1
1196,1
1197,0
1198,0
1199,4
1200,1
1201,3
1202,0
1203,1
1204,1
1205,0
1206,1
1207,1
1208,1
1209,0
1210,1
1211,1
1212,1
1213,0
1214,1
1215,0
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,0
1224,0
1225,0
1226,0
1227,1
1228,0
1229,1
1230,1
1231,1
1232,1
1233,3
1234,1
1235,1
1236,1
1237,0
1238,0
1239,0
1240,1
1241,1
1242,0
1243,0
1244,1
1245,1
1246,0
1247,0
1248,1
1249,1
1250,0
1251,0
1252,1
1253,0
1254,0
1255,1
1256,1
1257,4
1258,0
1259,1
1260,0
1261,1
1262,1
1263,1
1264,0
1265,1
1266,1
1267,4
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,4
1275,1
1276,4
1277,1
1278,1
1279,4
1280,4
1281,1
1282,0
1283,3
1284,1
1285,0
1286,0
1287,1
1288,0
1289,1
1290,1
1291,0
1292,1
1293,0
1294,0
1295,4
1296,0
1297,3
1298,0
1299,0
1300,0
1301,3
1302,0
1303,1
1304,1
1305,0
1306,4
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,4
1314,1
1315,1
1316,1
1317,1
1318,1
1319,0
1320,0
1321,1
1322,4
1323,4
1324,1
1325,1
1326,1
1327,0
1328,0
1329,1
1330,0
1331,1
1332,1
1333,1
1334,1
1335,0
1336,0
1337,1
1338,0
1339,0
1340,0
1341,1
1342,0
1343,1
1344,1
1345,0
1346,1
1347,0
1348,1
1349,1
1350,4
1351,1
1352,1
1353,1
1354,1
1355,3
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,4
1366,0
1367,0
1368,4
1369,0
1370,1
1371,0
1372,3
1373,0
1374,1
1375,0
1376,0
1377,1
1378,1
1379,0
1380,1
1381,1
1382,3
1383,0
1384,1
1385,4
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,0
1395,1
1396,1
1397,0
1398,0
1399,1
1400,0
1401,1
1402,3
1403,1
1404,1
1405,0
1406,3
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,3
1415,0
1416,0
1417,1
1418,1
1419,1
1420,3
1421,1
1422,1
1423,0
1424,0
1425,0
1426,1
1427,3
1428,1
1429,1
1430,1
1431,0
1432,1
1433,1
1434,0
1435,1
1436,0
1437,1
1438,0
1439,0
1440,0
1441,1
1442,0
1443,4
1444,0
1445,1
1446,1
1447,0
1448,1
1449,1
1450,1
1451,1
1452,1
1453,3
1454,0
1455,1
1456,0
1457,0
1458,1
1459,2
1460,1
1461,1
1462,1
1463,0
1464,1
1465,1
1466,0
1467,1
1468,3
1469,1
1470,1
1471,3
1472,0
1473,1
1474,1
1475,1
1476,0
1477,2
1478,1
1479,0
1480,1
1481,1
1482,1
1483,0
1484,0
1485,3
1486,1
1487,1
1488,1
1489,1
1490,0
1491,1
1492,3
1493,0
1494,1
1495,0
1496,1
1497,4
1498,0
1499,1
1500,3
1501,1
1502,1
1503,1
1504,0
1505,0
1506,0
1507,1
1508,3
1509,0
1510,1
1511,3
1512,0
1513,1
1514,0
1515,1
1516,1
1517,1
1518,0
1519,1
1520,0
1521,1
1522,0
1523,0
1524,3
1525,1
1526,1
1527,1
1528,0
1529,4
1530,1
1531,1
1532,0
1533,1
1534,0
1535,4
1536,3
1537,1
1538,1
1539,1
1540,1
1541,1
1542,2
1543,3
1544,3
1545,1
1546,0
1547,0
1548,0
1549,0
1550,1
1551,1
1552,0
1553,1
1554,1
1555,0
1556,0
1557,0
1558,0
1559,1
1560,1
1561,1
1562,0
1563,1
1564,1
1565,0
1566,0
1567,1
1568,0
1569,1
1570,0
1571,3
1572,1
1573,4
1574,1
1575,0
1576,0
1577,0
1578,4
1579,0
1580,1
1581,0
1582,0
1583,0
1584,1
1585,1
1586,1
1587,3
1588,0
1589,1
1590,1
1591,1
1592,0
1593,1
1594,0
1595,1
1596,0
1597,0
1598,1
1599,3
1600,1
1601,0
1602,1
1603,3
1604,0
1605,1
1606,0
1607,4
1608,1
1609,1
1610,1
1611,4
1612,1
1613,1
1614,1
1615,1
1616,0
1617,0
1618,1
1619,1
1620,1
1621,1
1622,0
1623,0
1624,1
1625,1
1626,0
1627,1
1628,1
1629,1
1630,3
1631,1
1632,0
1633,4
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,4
1645,0
1646,0
1647,1
1648,1
1649,1
1650,3
1651,2
1652,0
1653,1
1654,4
1655,3
1656,0
1657,1
1658,1
1659,0
1660,0
1661,0
1662,0
1663,1
1664,1
1665,0
1666,0
1667,0
1668,3
1669,0
1670,0
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1678,0
1679,0
1680,0
1681,1
1682,1
1683,0
1684,1
1685,0
1686,1
1687,1
1688,1
1689,1
1690,1
1691,0
1692,0
1693,1
1694,1
1695,1
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,2
1703,0
1704,1
1705,0
1706,1
1707,0
1708,1
1709,1
1710,1
1711,3
1712,1
1713,1
1714,0
1715,1
1716,0
1717,0
1718,1
1719,1
1720,1
1721,0
1722,1
1723,1
1724,3
1725,1
1726,1
1727,1
1728,1
1729,0
1730,1
1731,3
1732,1
1733,0
1734,1
1735,1
1736,1
1737,0
1738,3
1739,0
1740,1
1741,1
1742,1
1743,0
1744,1
1745,0
1746,2
1747,1
1748,4
1749,0
1750,0
1751,1
1752,0
1753,0
1754,1
1755,1
1756,0
1757,1
1758,1
1759,1
1760,0
1761,0
1762,1
1763,1
1764,1
1765,1
1766,1
1767,1
1768,1
1769,0
1770,1
1771,1
1772,0
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,0
1780,0
1781,1
1782,0
1783,1
1784,0
1785,0
1786,0
1787,1
1788,0
1789,0
1790,0
1791,0
1792,1
1793,0
1794,1
1795,3
1796,0
1797,0
1798,0
1799,1
1800,1
1801,1
1802,1
1803,0
1804,0
1805,0
1806,0
1807,0
1808,1
1809,4
1810,3
1811,4
1812,4
1813,0
1814,0
1815,0
1816,1
1817,0
1818,1
1819,1
1820,1
1821,0
1822,0
1823,1
1824,1
1825,1
1826,1
1827,1
1828,0
1829,0
1830,1
1831,1
1832,1
1833,1
1834,0
1835,1
1836,3
1837,1
1838,0
1839,0
1840,1
1841,1
1842,0
1843,1
1844,1
1845,1
1846,1
1847,0
1848,1
1849,1
1850,0
1851,1
1852,0
1853,1
1854,4
1855,1
1856,0
1857,0
1858,1
1859,1
1860,1
1861,0
1862,1
1863,0
1864,1
1865,0
1866,0
1867,1
1868,0
1869,3
1870,1
1871,1
1872,4
1873,1
1874,1
1875,0
1876,1
1877,0
1878,1
1879,0
1880,0
1881,1
1882,0
1883,1
1884,1
1885,0
1886,1
1887,0
1888,1
1889,1
1890,1
1891,0
1892,1
1893,3
1894,0
1895,1
1896,0
1897,0
1898,0
1899,1
1900,1
1901,0
1902,0
1903,1
1904,0
1905,1
1906,0
1907,0
1908,3
1909,0
1910,3
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,3
1919,0
1920,0
1921,1
1922,1
1923,0
1924,0
1925,1
1926,1
1927,0
1928,0
1929,0
1930,3
1931,0
1932,1
1933,0
1934,1
1935,1
1936,0
1937,1
1938,0
1939,1
1940,1
1941,0
1942,1
1943,4
1944,0
1945,1
1946,1
1947,0
1948,0
1949,0
1950,0
1951,0
1952,1
1953,4
1954,1
1955,0
1956,1
1957,1
1958,1
1959,1
1960,0
1961,0
1962,0
1963,1
1964,1
1965,0
1966,0
1967,1
1968,1
1969,0
1970,1
1971,1
1972,1
1973,1
1974,1
1975,3
1976,4
1977,1
1978,0
1979,0
1980,1
1981,0
1982,3
1983,1
1984,0
1985,3
1986,1
1987,0
1988,0
1989,0
1990,0
1991,1
1992,0
1993,3
1994,0
1995,0
1996,0
1997,3
1998,1
1999,1
2000,1
