,0
533,1
534,1
535,2
536,4
537,3
538,1
539,0
540,2
541,0
542,1
543,5
544,0
545,3
546,1
547,1
548,1
549,0
550,1
551,0
552,5
553,0
554,1
555,1
556,0
557,3
558,1
559,1
560,1
561,3
562,0
563,1
564,1
565,0
566,0
567,0
568,0
569,1
570,1
571,0
572,1
573,5
574,2
575,1
576,1
577,3
578,4
579,1
580,1
581,1
582,0
583,1
584,0
585,4
586,4
587,0
588,0
589,1
590,4
591,0
592,0
593,2
594,0
595,2
596,5
597,1
598,0
599,4
600,0
601,3
602,0
603,3
604,3
605,0
606,1
607,1
608,2
609,1
610,3
611,3
612,1
613,5
614,2
615,2
616,0
617,1
618,1
619,1
620,0
621,0
622,1
623,4
624,3
625,5
626,4
627,2
628,1
629,1
630,1
631,1
632,4
633,1
634,0
635,1
636,1
637,1
638,1
639,2
640,1
641,0
642,1
643,1
644,1
645,1
646,1
647,1
648,3
649,0
650,1
651,1
652,0
653,1
654,1
655,1
656,0
657,3
658,4
659,1
660,1
661,0
662,3
663,0
664,3
665,3
666,4
667,0
668,4
669,0
670,2
671,3
672,1
673,1
674,1
675,1
676,3
677,0
678,1
679,0
680,0
681,5
682,1
683,0
684,0
685,4
686,0
687,4
688,3
689,0
690,0
691,0
692,4
693,2
694,4
695,1
696,0
697,4
698,3
699,1
700,3
701,1
702,0
703,0
704,0
705,5
706,1
707,1
708,1
709,0
710,0
711,1
712,0
713,2
714,4
715,2
716,1
717,4
718,3
719,1
720,1
721,4
722,1
723,1
724,3
725,0
726,4
727,0
728,1
729,1
730,1
731,0
732,0
733,1
734,1
735,2
736,0
737,4
738,3
739,3
740,1
741,1
742,1
743,0
744,1
745,1
746,2
747,1
748,1
749,0
750,0
751,1
752,1
753,0
754,3
755,0
756,1
757,3
758,1
759,1
760,1
761,1
762,3
763,1
764,0
765,2
766,2
767,3
768,0
769,3
770,1
771,1
772,3
773,1
774,0
775,1
776,0
777,1
778,1
779,1
780,4
781,1
782,1
783,3
784,0
785,0
786,1
787,1
788,1
789,1
790,2
791,0
792,4
793,1
794,1
795,5
796,1
797,1
798,0
799,1
800,1
801,1
802,2
803,0
804,0
805,1
806,0
807,0
808,1
809,0
810,3
811,0
812,1
813,5
814,1
815,1
816,1
817,0
818,0
819,1
820,5
821,1
822,3
823,3
824,4
825,1
826,0
827,0
828,4
829,0
830,4
831,1
832,4
833,2
834,4
835,0
836,3
837,0
838,0
839,0
840,1
841,0
842,1
843,1
844,1
845,2
846,0
847,0
848,4
849,1
850,0
851,0
852,1
853,1
854,0
855,0
856,0
857,1
858,0
859,0
860,0
861,0
862,0
863,0
864,1
865,0
866,0
867,1
868,0
869,1
870,1
871,4
872,0
873,0
874,1
875,5
876,0
877,1
878,0
879,5
880,4
881,3
882,0
883,4
884,0
885,1
886,2
887,0
888,2
889,1
890,0
891,1
892,3
893,1
894,2
895,2
896,1
897,1
898,0
899,1
900,3
901,1
902,4
903,1
904,0
905,3
906,0
907,3
908,0
909,2
910,1
911,1
912,0
913,1
914,1
915,0
916,4
917,2
918,0
919,0
920,1
921,0
922,5
923,2
924,3
925,1
926,0
927,4
928,1
929,2
930,3
931,1
932,0
933,3
934,1
935,0
936,2
937,3
938,1
939,5
940,1
941,0
942,4
943,0
944,0
945,5
946,0
947,0
948,1
949,0
950,0
951,1
952,1
953,1
954,4
955,1
956,1
957,2
958,1
959,1
960,1
961,0
962,0
963,1
964,1
965,0
966,1
967,3
968,3
969,4
970,3
971,1
972,1
973,3
974,0
975,1
976,3
977,4
978,1
979,3
980,1
981,0
982,2
983,0
984,3
985,2
986,1
987,1
988,1
989,1
990,0
991,0
992,1
993,1
994,1
995,4
996,4
997,1
998,1
999,0
1000,2
1001,1
1002,3
1003,1
1004,3
1005,1
1006,4
1007,0
1008,0
1009,1
1010,3
1011,1
1012,1
1013,1
1014,0
1015,1
1016,0
1017,2
1018,4
1019,1
1020,1
1021,3
1022,0
1023,1
1024,4
1025,3
1026,4
1027,4
1028,1
1029,0
1030,1
1031,3
1032,0
1033,3
1034,0
1035,1
1036,1
1037,4
1038,0
1039,1
1040,4
1041,1
1042,1
1043,0
1044,1
1045,0
1046,3
1047,1
1048,4
1049,5
1050,1
1051,0
1052,1
1053,3
1054,5
1055,1
1056,0
1057,1
1058,0
1059,2
1060,0
1061,2
1062,4
1063,1
1064,1
1065,0
1066,1
1067,3
1068,1
1069,1
1070,4
1071,0
1072,1
1073,1
1074,1
1075,0
1076,0
1077,1
1078,3
1079,3
1080,0
1081,2
1082,3
1083,2
1084,0
1085,3
1086,0
1087,1
1088,0
1089,1
1090,4
1091,3
1092,2
1093,2
1094,0
1095,4
1096,0
1097,3
1098,0
1099,3
1100,5
1101,3
1102,0
1103,0
1104,4
1105,1
1106,0
1107,1
1108,4
1109,3
1110,0
1111,2
1112,4
1113,3
1114,1
1115,0
1116,1
1117,2
1118,0
1119,3
1120,0
1121,3
1122,1
1123,3
1124,0
1125,0
1126,1
1127,0
1128,1
1129,3
1130,3
1131,0
1132,1
1133,4
1134,0
1135,0
1136,1
1137,0
1138,3
1139,1
1140,1
1141,3
1142,4
1143,0
1144,3
1145,1
1146,2
1147,1
1148,1
1149,0
1150,3
1151,0
1152,1
1153,0
1154,2
1155,0
1156,1
1157,1
1158,3
1159,1
1160,1
1161,5
1162,0
1163,1
1164,3
1165,1
1166,0
1167,0
1168,1
1169,1
1170,1
1171,1
1172,4
1173,4
1174,1
1175,0
1176,1
1177,3
1178,1
1179,1
1180,4
1181,0
1182,0
1183,1
1184,3
1185,4
1186,0
1187,5
1188,0
1189,0
1190,4
1191,0
1192,0
1193,0
1194,2
1195,1
1196,0
1197,0
1198,4
1199,1
1200,3
1201,0
1202,5
1203,0
1204,0
1205,5
1206,1
1207,2
1208,0
1209,1
1210,1
1211,1
1212,0
1213,0
1214,0
1215,1
1216,2
1217,1
1218,1
1219,2
1220,1
1221,1
1222,0
1223,0
1224,0
1225,0
1226,1
1227,0
1228,1
1229,2
1230,1
1231,1
1232,3
1233,1
1234,3
1235,3
1236,0
1237,0
1238,0
1239,1
1240,5
1241,0
1242,0
1243,4
1244,1
1245,2
1246,0
1247,1
1248,1
1249,0
1250,0
1251,1
1252,3
1253,5
1254,1
1255,2
1256,4
1257,3
1258,4
1259,0
1260,1
1261,4
1262,1
1263,0
1264,1
1265,1
1266,4
1267,1
1268,1
1269,1
1270,1
1271,1
1272,1
1273,4
1274,1
1275,4
1276,1
1277,1
1278,4
1279,4
1280,1
1281,3
1282,3
1283,1
1284,0
1285,0
1286,1
1287,4
1288,1
1289,0
1290,0
1291,1
1292,0
1293,0
1294,4
1295,0
1296,3
1297,0
1298,0
1299,3
1300,3
1301,2
1302,1
1303,1
1304,0
1305,4
1306,5
1307,1
1308,1
1309,1
1310,1
1311,1
1312,4
1313,1
1314,4
1315,1
1316,1
1317,1
1318,0
1319,3
1320,1
1321,4
1322,5
1323,1
1324,1
1325,4
1326,0
1327,3
1328,2
1329,0
1330,1
1331,1
1332,1
1333,2
1334,0
1335,0
1336,1
1337,0
1338,0
1339,0
1340,2
1341,4
1342,1
1343,1
1344,0
1345,1
1346,2
1347,2
1348,1
1349,4
1350,1
1351,1
1352,3
1353,1
1354,3
1355,4
1356,1
1357,1
1358,2
1359,1
1360,1
1361,1
1362,1
1363,1
1364,4
1365,0
1366,0
1367,4
1368,0
1369,1
1370,2
1371,3
1372,0
1373,1
1374,0
1375,0
1376,3
1377,4
1378,0
1379,1
1380,1
1381,3
1382,0
1383,0
1384,4
1385,0
1386,2
1387,2
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,5
1395,2
1396,0
1397,3
1398,4
1399,3
1400,1
1401,3
1402,1
1403,4
1404,0
1405,3
1406,1
1407,1
1408,1
1409,4
1410,1
1411,1
1412,4
1413,3
1414,0
1415,0
1416,1
1417,1
1418,1
1419,3
1420,4
1421,1
1422,0
1423,0
1424,3
1425,4
1426,3
1427,1
1428,1
1429,1
1430,0
1431,1
1432,1
1433,0
1434,1
1435,0
1436,0
1437,0
1438,0
1439,0
1440,4
1441,0
1442,4
1443,0
1444,1
1445,4
1446,0
1447,1
1448,1
1449,1
1450,1
1451,3
1452,3
1453,0
1454,1
1455,0
1456,0
1457,1
1458,2
1459,1
1460,1
1461,1
1462,0
1463,2
1464,4
1465,5
1466,1
1467,3
1468,1
1469,4
1470,3
1471,0
1472,1
1473,1
1474,0
1475,0
1476,2
1477,4
1478,2
1479,1
1480,1
1481,1
1482,0
1483,0
1484,3
1485,5
1486,1
1487,1
1488,2
1489,0
1490,1
1491,3
1492,0
1493,4
1494,0
1495,1
1496,4
1497,2
1498,1
1499,3
1500,1
1501,1
1502,1
1503,0
1504,0
1505,0
1506,1
1507,3
1508,4
1509,3
1510,3
1511,0
1512,1
1513,2
1514,1
1515,1
1516,1
1517,5
1518,1
1519,0
1520,1
1521,0
1522,0
1523,3
1524,1
1525,1
1526,1
1527,0
1528,4
1529,1
1530,3
1531,4
1532,1
1533,3
1534,4
1535,3
1536,1
1537,1
1538,1
1539,1
1540,1
1541,2
1542,3
1543,3
1544,1
1545,2
1546,0
1547,0
1548,0
1549,1
1550,1
1551,0
1552,2
1553,1
1554,0
1555,0
1556,3
1557,0
1558,1
1559,1
1560,1
1561,4
1562,1
1563,4
1564,0
1565,3
1566,1
1567,0
1568,1
1569,0
1570,3
1571,2
1572,4
1573,1
1574,0
1575,4
1576,4
1577,4
1578,0
1579,1
1580,0
1581,0
1582,0
1583,4
1584,3
1585,1
1586,3
1587,0
1588,2
1589,1
1590,1
1591,3
1592,1
1593,0
1594,1
1595,0
1596,0
1597,1
1598,3
1599,5
1600,0
1601,1
1602,3
1603,0
1604,1
1605,0
1606,4
1607,2
1608,1
1609,4
1610,4
1611,1
1612,3
1613,1
1614,1
1615,0
1616,0
1617,1
1618,1
1619,1
1620,1
1621,0
1622,0
1623,1
1624,4
1625,3
1626,3
1627,1
1628,3
1629,3
1630,1
1631,0
1632,4
1633,4
1634,5
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,2
1643,4
1644,0
1645,0
1646,1
1647,1
1648,1
1649,3
1650,2
1651,0
1652,1
1653,4
1654,3
1655,0
1656,1
1657,4
1658,0
1659,0
1660,0
1661,0
1662,1
1663,0
1664,0
1665,0
1666,0
1667,3
1668,0
1669,0
1670,1
1671,1
1672,1
1673,4
1674,1
1675,3
1676,1
1677,0
1678,3
1679,1
1680,2
1681,3
1682,0
1683,0
1684,2
1685,2
1686,1
1687,1
1688,1
1689,1
1690,0
1691,0
1692,1
1693,1
1694,1
1695,3
1696,0
1697,0
1698,3
1699,3
1700,1
1701,2
1702,0
1703,1
1704,0
1705,1
1706,0
1707,1
1708,2
1709,2
1710,3
1711,1
1712,3
1713,0
1714,2
1715,0
1716,4
1717,1
1718,4
1719,1
1720,3
1721,5
1722,1
1723,3
1724,1
1725,3
1726,1
1727,1
1728,0
1729,2
1730,3
1731,2
1732,2
1733,1
1734,1
1735,4
1736,0
1737,3
1738,3
1739,2
1740,4
1741,3
1742,0
1743,1
1744,0
1745,2
1746,1
1747,4
1748,0
1749,0
1750,1
1751,0
1752,0
1753,1
1754,1
1755,0
1756,2
1757,1
1758,1
1759,0
1760,4
1761,1
1762,4
1763,1
1764,2
1765,2
1766,1
1767,1
1768,0
1769,1
1770,1
1771,0
1772,2
1773,1
1774,5
1775,5
1776,1
1777,1
1778,0
1779,0
1780,0
1781,0
1782,1
1783,3
1784,0
1785,4
1786,1
1787,0
1788,4
1789,0
1790,0
1791,4
1792,0
1793,1
1794,3
1795,0
1796,3
1797,5
1798,3
1799,1
1800,1
1801,1
1802,0
1803,0
1804,0
1805,3
1806,0
1807,1
1808,4
1809,3
1810,4
1811,4
1812,0
1813,0
1814,0
1815,1
1816,3
1817,1
1818,2
1819,1
1820,0
1821,0
1822,1
1823,3
1824,1
1825,1
1826,1
1827,0
1828,0
1829,4
1830,1
1831,1
1832,3
1833,2
1834,1
1835,3
1836,2
1837,0
1838,0
1839,1
1840,1
1841,0
1842,1
1843,1
1844,1
1845,1
1846,0
1847,1
1848,1
1849,2
1850,1
1851,2
1852,1
1853,4
1854,1
1855,0
1856,4
1857,1
1858,3
1859,1
1860,2
1861,1
1862,3
1863,1
1864,0
1865,0
1866,1
1867,0
1868,3
1869,1
1870,1
1871,4
1872,1
1873,1
1874,4
1875,1
1876,0
1877,4
1878,0
1879,0
1880,1
1881,0
1882,1
1883,1
1884,0
1885,1
1886,0
1887,0
1888,1
1889,2
1890,3
1891,1
1892,3
1893,0
1894,1
1895,0
1896,0
1897,0
1898,1
1899,1
1900,0
1901,0
1902,2
1903,0
1904,1
1905,0
1906,0
1907,3
1908,0
1909,3
1910,1
1911,1
1912,4
1913,3
1914,1
1915,1
1916,1
1917,3
1918,0
1919,0
1920,1
1921,1
1922,0
1923,0
1924,2
1925,4
1926,0
1927,0
1928,0
1929,3
1930,0
1931,1
1932,0
1933,1
1934,1
1935,3
1936,1
1937,0
1938,3
1939,1
1940,0
1941,1
1942,4
1943,3
1944,1
1945,2
1946,3
1947,0
1948,0
1949,4
1950,0
1951,1
1952,4
1953,0
1954,0
1955,0
1956,1
1957,5
1958,1
1959,2
1960,0
1961,2
1962,1
1963,1
1964,0
1965,0
1966,1
1967,1
1968,0
1969,2
1970,2
1971,1
1972,1
1973,1
1974,3
1975,4
1976,1
1977,0
1978,0
1979,1
1980,0
1981,3
1982,3
1983,0
1984,3
1985,1
1986,4
1987,0
1988,0
1989,0
1990,2
1991,2
1992,4
1993,3
1994,0
1995,3
1996,3
1997,1
1998,1
1999,4
